IBGE;NU_IDENTIFICADOR;q62_3;q62_8;q62_9;q62_10;q62_11;q62_12;q62_13;q62_14;q62_15;q62_16;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Regional;DataCenso;DataCenso_2021;Faixas_etarias;d_62_8;d_62_8bin1;d_62_8bin2;d_62_8bin3;d_62_9;d_62_9bin1;d_62_9bin2;d_62_9bin3;d_62_9bin4;d_62_9bin5;d_62_10;d_62_10bin1;d_62_10bin2;d_62_10bin3;d_62_10bin4;d_62_8bin1_sum;d_62_8bin2_sum;d_62_8bin3_sum;d_62_9bin1_sum;d_62_9bin2_sum;d_62_9bin3_sum;d_62_9bin4_sum;d_62_9bin5_sum;d_62_10bin1_sum;d_62_10bin2_sum;d_62_10bin3_sum;d_62_10bin4_sum;nu_trabalhador;d_62_14_1bin_Gestão;d_62_14_1bin_PAIF;d_62_14_1bin_SCFV;d_62_14_1bin_PSB;d_62_14_1bin_Cadastramento;d_62_14_1bin_Beneficios;d_62_14_1bin_PCF;d_62_14_1bin_Outros;d_62_15_2bin_Gestão;d_62_15_2bin_PAIF;d_62_15_2bin_SCFV;d_62_15_2bin_PSB;d_62_15_2bin_Cadastramento;d_62_15_2bin_Beneficios;d_62_15_2bin_PCF;d_62_15_2bin_Outros;d_62_16_3bin_Gestão;d_62_16_3bin_PAIF;d_62_16_3bin_SCFV;d_62_16_3bin_PSB;d_62_16_3bin_Cadastramento;d_62_16_3bin_Beneficios;d_62_16_3bin_PCF;d_62_16_3bin_Outros;Gestao;PAIF;SCFV;PSB;Cadastramento;Beneficios;PCF;Outros;d_62_14_1bin_Gestão_sum;d_62_14_1bin_PAIF_sum;d_62_14_1bin_SCFV_sum;d_62_14_1bin_PSB_sum;d_62_14_1bin_Cadastramento_sum;d_62_14_1bin_Beneficios_sum;d_62_14_1bin_PCF_sum;d_62_14_1bin_Outros_sum;d_62_15_2bin_Gestão_sum;d_62_15_2bin_PAIF_sum;d_62_15_2bin_SCFV_sum;d_62_15_2bin_PSB_sum;d_62_15_2bin_Cadastramento_sum;d_62_15_2bin_Beneficios_sum;d_62_15_2bin_PCF_sum;d_62_15_2bin_Outros_sum;d_62_16_3bin_Gestão_sum;d_62_16_3bin_PAIF_sum;d_62_16_3bin_SCFV_sum;d_62_16_3bin_PSB_sum;d_62_16_3bin_Cadastramento_sum;d_62_16_3bin_Beneficios_sum;d_62_16_3bin_PCF_sum;d_62_16_3bin_Outros_sum
260600;12606000749;0;257;232;266;249;18;01/03/2021;3;2; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;3;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;1;7;15;0;5;0;1;5;4;0;0;19;23; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260600;12606000749;1;257;238;266;254;18;04/01/2021;99; ; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;3;2; ; ;1;6; ; ; ; ; ;4; ; ; ;1;1;7;15;0;5;0;1;5;4;0;0;19;23; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260600;12606000749;0;257;274;142;249;18;01/02/2021;2;4; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;1;7;15;0;5;0;1;5;4;0;0;19;23; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260600;12606000749;0;257;274;266;249;18;13/11/2018;2;4; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;1;7;15;0;5;0;1;5;4;0;0;19;23; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260600;12606000749;0;258;274;138;249;18;05/02/2016;3;2; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;1;7;15;0;5;0;1;5;4;0;0;19;23; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260600;12606000749;0;257;273;266;249;18;04/01/2021;2;4; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;7;15;0;5;0;1;5;4;0;0;19;23; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260600;12606000749;0;255;238;266;251;18;01/04/2021;1;2; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;6;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;7;15;0;5;0;1;5;4;0;0;19;23;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260600;12606000749;0;258;274;266;21;18;01/01/2017;1;2; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;6;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;1;7;15;0;5;0;1;5;4;0;0;19;23;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260600;12606000749;1;253;239;266;254;18;04/01/2021; ; ; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;5;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;1;7;15;0;5;0;1;5;4;0;0;19;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260600;12606000749;0;257;237;266;254;18;01/03/2021;3;4; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;5;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;1;7;15;0;5;0;1;5;4;0;0;19;23; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260600;12606000749;1;255;238;266;252;18;17/05/2021;99; ; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;5;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;7;15;0;5;0;1;5;4;0;0;19;23; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260600;12606000749;0;256;238;266;254;18;15/02/2017;4;2; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;5;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;7;15;0;5;0;1;5;4;0;0;19;23; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260600;12606000749;1;255;238;266;254;18;05/07/2015;4;2; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;7;15;0;5;0;1;5;4;0;0;19;23; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260600;12606000749;0;255;238;266;251;18;03/05/2021;99; ; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;7;15;0;5;0;1;5;4;0;0;19;23; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260600;12606000749;0;257;273;266;249;18;01/04/2021;2; ; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;4;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;7;15;0;5;0;1;5;4;0;0;19;23; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260600;12606000749;0;257;237;266;254;18;01/03/2021;4;2; ;2606002;26;2;Garanhuns;129408;115356;14052;Grande;458,552; ;2;31.08.2021;8/31/2021;4;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;1;7;15;0;5;0;1;5;4;0;0;19;23; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;3;6;4;3; ; ; ;6; ;9; ;6; ; ; ; ; ; ; ;1; ; ; ; 
260620;12606202954;0;255;238;266;248;20;01/11/2017;99;4; ;2606200;26;2;Goiana;75644;58025;17619;Médio;445,81; ;2;31.08.2021;8/31/2021;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;2;4;0;2;0;1;1;1;0;0;5;6; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1;2;1; ; ; ; ;2; ;1; ;4; ; ; ;1; ; ; ; ; ; ; ; 
260620;12606202954;0;260;274;138;249;18;28/09/2020;2;4; ;2606200;26;2;Goiana;75644;58025;17619;Médio;445,81; ;2;31.08.2021;8/31/2021;2;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;2;4;0;2;0;1;1;1;0;0;5;6; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1;2;1; ; ; ; ;2; ;1; ;4; ; ; ;1; ; ; ; ; ; ; ; 
260620;12606202954;1;255;239;266;248;20;15/01/2021;99;4; ;2606200;26;2;Goiana;75644;58025;17619;Médio;445,81; ;2;31.08.2021;8/31/2021;4;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;0;2;4;0;2;0;1;1;1;0;0;5;6; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1;2;1; ; ; ; ;2; ;1; ;4; ; ; ;1; ; ; ; ; ; ; ; 
260620;12606202954;0;257;232;266;249;18;15/01/2021;2;4; ;2606200;26;2;Goiana;75644;58025;17619;Médio;445,81; ;2;31.08.2021;8/31/2021;2;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;0;2;4;0;2;0;1;1;1;0;0;5;6; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1;2;1; ; ; ; ;2; ;1; ;4; ; ; ;1; ; ; ; ; ; ; ; 
260620;12606202954;0;257;273;266;21;20;04/01/2021;1;99; ;2606200;26;2;Goiana;75644;58025;17619;Médio;445,81; ;2;31.08.2021;8/31/2021;5;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;2;4;0;2;0;1;1;1;0;0;5;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1;2;1; ; ; ; ;2; ;1; ;4; ; ; ;1; ; ; ; ; ; ; ; 
260620;12606202954;0;257;273;266;249;18;09/09/2019;3;2; ;2606200;26;2;Goiana;75644;58025;17619;Médio;445,81; ;2;31.08.2021;8/31/2021;4;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;2;4;0;2;0;1;1;1;0;0;5;6; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1;2;1; ; ; ; ;2; ;1; ;4; ; ; ;1; ; ; ; ; ; ; ; 
260630;12606303343;0;257;232;266;249;18;04/12/2018;2;3;99;2606309;26;2;Granito;6855;3178;3677;Pequeno I;521,69; ;2;31.08.2021;8/31/2021;2;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;0;2;3;1;2;0;1;0;2;0;1;2;5; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;1;3;1; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ;1; ; ; ; ;4
260630;12606303343;0;257;273;292;21;18;04/01/2021;1;2;3;2606309;26;2;Granito;6855;3178;3677;Pequeno I;521,69; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;0;2;3;1;2;0;1;0;2;0;1;2;5;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ; ; ;1;3;1; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ;1; ; ; ; ;4
260630;12606303343;0;257;273;138;249;18;22/05/2017;2;3;99;2606309;26;2;Granito;6855;3178;3677;Pequeno I;521,69; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;2;3;1;2;0;1;0;2;0;1;2;5; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;1;3;1; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ;1; ; ; ; ;4
260630;12606303343;0;256;275;138;252;272;08/03/2014;2;3;99;2606309;26;2;Granito;6855;3178;3677;Pequeno I;521,69; ;2;31.08.2021;8/31/2021;3;1; ;1; ;1;1; ; ; ; ;1;1; ; ; ;0;2;3;1;2;0;1;0;2;0;1;2;5; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;1;3;1; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ;1; ; ; ; ;4
260630;12606303343;0;255;239;142;254;20;06/03/2017;3;4;99;2606309;26;2;Granito;6855;3178;3677;Pequeno I;521,69; ;2;31.08.2021;8/31/2021;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;0;2;3;1;2;0;1;0;2;0;1;2;5; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1; ; ; ;1;1;3;1; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ;1; ; ; ; ;4
260640;12606400130;1;257;274;266;249;18;01/09/2021;2;3;4;2606408;26;2;Gravatá;76458;68385;8073;Médio;506,786; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;5;8;2;3;0;0;3;0;2;1;10;13; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ; ;1;4;1;3; ; ; ;4; ; ;7;1; ; ; ; ; ; ; ;3;1;1; ; 
260640;12606400130;0;257;275;266;248;20;01/09/2021;3;4;5;2606408;26;2;Gravatá;76458;68385;8073;Médio;506,786; ;2;31.08.2021;8/31/2021;4;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1;0;5;8;2;3;0;0;3;0;2;1;10;13; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ;1;4;1;3; ; ; ;4; ; ;7;1; ; ; ; ; ; ; ;3;1;1; ; 
260640;12606400130;0;255;239;266;252;20;01/09/2021;99; ; ;2606408;26;2;Gravatá;76458;68385;8073;Médio;506,786; ;2;31.08.2021;8/31/2021;4;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;0;5;8;2;3;0;0;3;0;2;1;10;13; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4;1;3; ; ; ;4; ; ;7;1; ; ; ; ; ; ; ;3;1;1; ; 
260640;12606400130;1;255;238;266;254;20;01/09/2021;99; ; ;2606408;26;2;Gravatá;76458;68385;8073;Médio;506,786; ;2;31.08.2021;8/31/2021;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;5;8;2;3;0;0;3;0;2;1;10;13; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4;1;3; ; ; ;4; ; ;7;1; ; ; ; ; ; ; ;3;1;1; ; 
260640;12606400130;0;257;273;266;248;20;01/09/2021;4;3; ;2606408;26;2;Gravatá;76458;68385;8073;Médio;506,786; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;5;8;2;3;0;0;3;0;2;1;10;13; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1;4;1;3; ; ; ;4; ; ;7;1; ; ; ; ; ; ; ;3;1;1; ; 
260640;12606400130;0;255;239;266;251;20;01/09/2021;99; ; ;2606408;26;2;Gravatá;76458;68385;8073;Médio;506,786; ;2;31.08.2021;8/31/2021;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;0;5;8;2;3;0;0;3;0;2;1;10;13; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4;1;3; ; ; ;4; ; ;7;1; ; ; ; ; ; ; ;3;1;1; ; 
260640;12606400130;0;258;273;266;249;18;01/09/2021;2;3;6;2606408;26;2;Gravatá;76458;68385;8073;Médio;506,786; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;5;8;2;3;0;0;3;0;2;1;10;13; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;1; ; ;1;4;1;3; ; ; ;4; ; ;7;1; ; ; ; ; ; ; ;3;1;1; ; 
260640;12606400130;0;255;238;139;252;20;04/03/2020;99; ; ;2606408;26;2;Gravatá;76458;68385;8073;Médio;506,786; ;2;31.08.2021;8/31/2021;3;1; ;1; ;6; ; ; ; ; ;2; ;1; ; ;0;5;8;2;3;0;0;3;0;2;1;10;13; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4;1;3; ; ; ;4; ; ;7;1; ; ; ; ; ; ; ;3;1;1; ; 
260640;12606400130;0;257;275;266;248;20;05/03/2020;4;3; ;2606408;26;2;Gravatá;76458;68385;8073;Médio;506,786; ;2;31.08.2021;8/31/2021;3;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1;0;5;8;2;3;0;0;3;0;2;1;10;13; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1;4;1;3; ; ; ;4; ; ;7;1; ; ; ; ; ; ; ;3;1;1; ; 
260640;12606400130;0;257;274;266;249;18;01/09/2021;2;3;4;2606408;26;2;Gravatá;76458;68385;8073;Médio;506,786; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;5;8;2;3;0;0;3;0;2;1;10;13; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ; ;1;4;1;3; ; ; ;4; ; ;7;1; ; ; ; ; ; ; ;3;1;1; ; 
260640;12606400130;1;257;274;292;21;20;01/09/2021;1; ; ;2606408;26;2;Gravatá;76458;68385;8073;Médio;506,786; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;3; ; ;1; ;0;5;8;2;3;0;0;3;0;2;1;10;13;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;4;1;3; ; ; ;4; ; ;7;1; ; ; ; ; ; ; ;3;1;1; ; 
260640;12606400130;0;256;238;139;248;20;11/03/2020;4;3; ;2606408;26;2;Gravatá;76458;68385;8073;Médio;506,786; ;2;31.08.2021;8/31/2021;3;1; ;1; ;6; ; ; ; ; ;2; ;1; ; ;0;5;8;2;3;0;0;3;0;2;1;10;13; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1;4;1;3; ; ; ;4; ; ;7;1; ; ; ; ; ; ; ;3;1;1; ; 
260640;12606400130;0;257;273;266;249;18;01/09/2021;2;3;4;2606408;26;2;Gravatá;76458;68385;8073;Médio;506,786; ;2;31.08.2021;8/31/2021;6;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;5;8;2;3;0;0;3;0;2;1;10;13; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ; ;1;4;1;3; ; ; ;4; ; ;7;1; ; ; ; ; ; ; ;3;1;1; ; 
260660;12606603526;1;257;232;138;249;18;01/01/2021;3;2;5;2606606;26;2;Ibimirim;26954;14895;12059;Pequeno II;1906,437; ;2;31.08.2021;8/31/2021;3;2; ; ;1;4; ; ; ;1; ;1;1; ; ; ;0;3;4;0;2;0;1;1;1;0;1;5;7; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;2;2;1; ; ; ; ;2;2;3; ;1;1; ; ; ; ;2;2; ;1; ; ;2
260660;12606603526;0;255;238;266;252;18;04/01/2021;99;1;2;2606606;26;2;Ibimirim;26954;14895;12059;Pequeno II;1906,437; ;2;31.08.2021;8/31/2021;5;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;3;4;0;2;0;1;1;1;0;1;5;7; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ; ; ; ; ;1;2;2;1; ; ; ; ;2;2;3; ;1;1; ; ; ; ;2;2; ;1; ; ;2
260660;12606603526;0;257;274;142;249;272;05/07/2021;2;4;3;2606606;26;2;Ibimirim;26954;14895;12059;Pequeno II;1906,437; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;3;4;0;2;0;1;1;1;0;1;5;7; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1;1; ; ; ; ;2;2;1; ; ; ; ;2;2;3; ;1;1; ; ; ; ;2;2; ;1; ; ;2
260660;12606603526;0;257;273;266;249;272;11/01/2021;2;5;3;2606606;26;2;Ibimirim;26954;14895;12059;Pequeno II;1906,437; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;3;4;0;2;0;1;1;1;0;1;5;7; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ;1; ; ; ;2;2;1; ; ; ; ;2;2;3; ;1;1; ; ; ; ;2;2; ;1; ; ;2
260660;12606603526;1;255;238;142;254;18;01/04/2021;99;1;2;2606606;26;2;Ibimirim;26954;14895;12059;Pequeno II;1906,437; ;2;31.08.2021;8/31/2021;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;3;4;0;2;0;1;1;1;0;1;5;7; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ; ; ; ; ;1;2;2;1; ; ; ; ;2;2;3; ;1;1; ; ; ; ;2;2; ;1; ; ;2
260660;12606603526;0;255;238;266;251;18;04/01/2021;1;2;99;2606606;26;2;Ibimirim;26954;14895;12059;Pequeno II;1906,437; ;2;31.08.2021;8/31/2021;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;3;4;0;2;0;1;1;1;0;1;5;7;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ;1;2;2;1; ; ; ; ;2;2;3; ;1;1; ; ; ; ;2;2; ;1; ; ;2
260660;12606603526;0;257;273;292;21;18;01/01/2021;1;2;99;2606606;26;2;Ibimirim;26954;14895;12059;Pequeno II;1906,437; ;2;31.08.2021;8/31/2021;5;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;0;3;4;0;2;0;1;1;1;0;1;5;7;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ;1;2;2;1; ; ; ; ;2;2;3; ;1;1; ; ; ; ;2;2; ;1; ; ;2
260670;12606703531;1;257;274;266;249;18;19/04/2021;2;3;5;2606705;26;2;Ibirajuba;7534;3140;4394;Pequeno I;189,596; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;3;4;1;1;0;1;1;1;0;0;6;7; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;1;4;1;1; ; ; ; ; ;2;4; ; ; ; ;1; ;1; ; ;3; ; ;3
260670;12606703531;0;255;239;266;252;20;07/10/2021;3;2;99;2606705;26;2;Ibirajuba;7534;3140;4394;Pequeno I;189,596; ;2;31.08.2021;8/31/2021;4;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;0;3;4;1;1;0;1;1;1;0;0;6;7; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;1;4;1;1; ; ; ; ; ;2;4; ; ; ; ;1; ;1; ; ;3; ; ;3
260670;12606703531;1;257;232;266;249;18;23/04/2021;2;3;5;2606705;26;2;Ibirajuba;7534;3140;4394;Pequeno I;189,596; ;2;31.08.2021;8/31/2021;3;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;0;3;4;1;1;0;1;1;1;0;0;6;7; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;1;4;1;1; ; ; ; ; ;2;4; ; ; ; ;1; ;1; ; ;3; ; ;3
