IBGE;UF;Regiao;IBGE7;Municipio;Porte_pop2010;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;areaKm2;Q_completo;NU_IDENTIFICADOR;q58_3;q58_8;q58_9;q58_10;q58_11;q58_12;q58_13;q58_14;q58_15;q58_16;DataCenso;DataCenso_2019;Idade;Faixas_etarias;d_58_8;d_58_8bin1;d_58_8bin2;d_58_8bin3;d_58_9;d_58_9bin1;d_58_9bin2;d_58_9bin3;d_58_9bin4;d_58_9bin5;d_58_10;d_58_10bin1;d_58_10bin2;d_58_10bin3;d_58_10bin4;d_58_8bin1_sum;d_58_8bin2_sum;d_58_8bin3_sum;d_58_9bin1_sum;d_58_9bin2_sum;d_58_9bin3_sum;d_58_9bin4_sum;d_58_9bin5_sum;d_58_10bin1_sum;d_58_10bin2_sum;d_58_10bin3_sum;d_58_10bin4_sum;nu_trabalhador;d_58_14_1bin_Gest∆o;d_58_14_1bin_PAIF;d_58_14_1bin_SCFV;d_58_14_1bin_PSB;d_58_14_1bin_Cadastramento;d_58_14_1bin_Beneficios;d_58_14_1bin_PCF;d_58_14_1bin_Outros;d_58_15_2bin_Gest∆o;d_58_15_2bin_PAIF;d_58_15_2bin_SCFV;d_58_15_2bin_PSB;d_58_15_2bin_Cadastramento;d_58_15_2bin_Beneficios;d_58_15_2bin_PCF;d_58_15_2bin_Outros;d_58_16_3bin_Gest∆o;d_58_16_3bin_PAIF;d_58_16_3bin_SCFV;d_58_16_3bin_PSB;d_58_16_3bin_Cadastramento;d_58_16_3bin_Beneficios;d_58_16_3bin_PCF;d_58_16_3bin_Outros;Gestao;PAIF;SCFV;PSB;Cadastramento;Beneficios;PCF;Outros;d_58_14_1bin_Gest∆o_sum;d_58_14_1bin_PAIF_sum;d_58_14_1bin_SCFV_sum;d_58_14_1bin_PSB_sum;d_58_14_1bin_Cadastramento_sum;d_58_14_1bin_Beneficios_sum;d_58_14_1bin_PCF_sum;d_58_14_1bin_Outros_sum;d_58_15_2bin_Gest∆o_sum;d_58_15_2bin_PAIF_sum;d_58_15_2bin_SCFV_sum;d_58_15_2bin_PSB_sum;d_58_15_2bin_Cadastramento_sum;d_58_15_2bin_Beneficios_sum;d_58_15_2bin_PCF_sum;d_58_15_2bin_Outros_sum;d_58_16_3bin_Gest∆o_sum;d_58_16_3bin_PAIF_sum;d_58_16_3bin_SCFV_sum;d_58_16_3bin_PSB_sum;d_58_16_3bin_Cadastramento_sum;d_58_16_3bin_Beneficios_sum;d_58_16_3bin_PCF_sum;d_58_16_3bin_Outros_sum
430440;Rio Grande do Sul;Regi∆o Sul;4304408;CANELA;PEQUENO II;39229;35831;3398;253,772;SIM;43044096424;Feminino;MÇdio Completo;Profissional de n°vel mÇdio;Trabalhador(a) de Empresa, Cooperativa ou Entidade Prestadora de Serviáos;Educador(a) Social;De 11 a 20 horas semanais;10/jul/19;Outros;;;31.08.2019;31/ago/19;55;51 a 60 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;3;4;0;1;0;1;2;3;0;2;2;7;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;1;;;;;2;;1;1;;1;;1;;;;1;;2;;;1
430440;Rio Grande do Sul;Regi∆o Sul;4304408;CANELA;PEQUENO II;39229;35831;3398;253,772;SIM;43044096424;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;01/jan/17;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;31.08.2019;31/ago/19;55;51 a 60 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;3;4;0;1;0;1;2;3;0;2;2;7;;PAIF;;;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;1;1;;1;;;;2;2;1;;;;;2;;1;1;;1;;1;;;;1;;2;;;1
430440;Rio Grande do Sul;Regi∆o Sul;4304408;CANELA;PEQUENO II;39229;35831;3398;253,772;SIM;43044096424;Feminino;Superior Completo;Psic¢loga(o);Comissionada(o);Coordenador(a);De 41 a 44 horas semanais;16/mai/18;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;38;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Comissionado;;;Comissionado;;0;3;4;0;1;0;1;2;3;0;2;2;7;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;2;1;;;;;2;;1;1;;1;;1;;;;1;;2;;;1
430463;Rio Grande do Sul;Regi∆o Sul;4304630;CAPAO DA CANOA;PEQUENO II;42040;41787;253;97,1;SIM;43046394544;Feminino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 11 a 20 horas semanais;28/mai/12;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;35;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;4;10;2;3;0;0;3;5;0;2;7;14;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;7;;;;;;5;;;;;;;;;;;;;;;;
430463;Rio Grande do Sul;Regi∆o Sul;4304630;CAPAO DA CANOA;PEQUENO II;42040;41787;253;97,1;SIM;43046394544;Masculino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 11 a 20 horas semanais;01/out/11;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;35;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;4;10;2;3;0;0;3;5;0;2;7;14;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;7;;;;;;5;;;;;;;;;;;;;;;;
430463;Rio Grande do Sul;Regi∆o Sul;4304630;CAPAO DA CANOA;PEQUENO II;42040;41787;253;97,1;SIM;43046394544;Feminino;Superior Completo;Psic¢loga(o);Servidor(a) Tempor†ria(o);TÇcnico(a) de n°vel superior;De 11 a 20 horas semanais;01/out/18;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;32;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;4;10;2;3;0;0;3;5;0;2;7;14;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;7;;;;;;5;;;;;;;;;;;;;;;;
430463;Rio Grande do Sul;Regi∆o Sul;4304630;CAPAO DA CANOA;PEQUENO II;42040;41787;253;97,1;SIM;43046394544;Feminino;MÇdio Completo;Sem formaá∆o profissional;Servidor(a) Tempor†ria(o);Serviáos Gerais (limpeza, conservaá∆o, motoristas, etc.);De 31 a 40 horas semanais;13/set/18;Outros;;;31.08.2019;31/ago/19;23;18 a 29 anos;N°vel MÇdio;;N°vel MÇdio;;Outro profissional de nivel superior;;;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;4;10;2;3;0;0;3;5;0;2;7;14;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;2;7;;;;;;5;;;;;;;;;;;;;;;;
430463;Rio Grande do Sul;Regi∆o Sul;4304630;CAPAO DA CANOA;PEQUENO II;42040;41787;253;97,1;SIM;43046394544;Masculino;MÇdio Completo;Profissional de n°vel mÇdio;Servidor(a) Tempor†ria(o);Outros;De 31 a 40 horas semanais;01/ago/17;Outros;;;31.08.2019;31/ago/19;34;30 a 40 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;4;10;2;3;0;0;3;5;0;2;7;14;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;2;7;;;;;;5;;;;;;;;;;;;;;;;
430463;Rio Grande do Sul;Regi∆o Sul;4304630;CAPAO DA CANOA;PEQUENO II;42040;41787;253;97,1;SIM;43046394544;Feminino;Superior Completo;Outra(o) profissional de n°vel superior;Servidor(a) Tempor†ria(o);Outros;De 31 a 40 horas semanais;01/out/18;Outros;;;31.08.2019;31/ago/19;29;18 a 29 anos;N°vel Superior;;;N°vel Superior;Outro profissional de nivel superior;;;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;4;10;2;3;0;0;3;5;0;2;7;14;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;2;7;;;;;;5;;;;;;;;;;;;;;;;
430463;Rio Grande do Sul;Regi∆o Sul;4304630;CAPAO DA CANOA;PEQUENO II;42040;41787;253;97,1;SIM;43046394544;Masculino;Superior Completo;Outra(o) profissional de n°vel superior;Servidor(a) Tempor†ria(o);Educador(a) Social;De 31 a 40 horas semanais;01/out/18;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;24;18 a 29 anos;N°vel Superior;;;N°vel Superior;Outro profissional de nivel superior;;;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;4;10;2;3;0;0;3;5;0;2;7;14;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;7;;;;;;5;;;;;;;;;;;;;;;;
430463;Rio Grande do Sul;Regi∆o Sul;4304630;CAPAO DA CANOA;PEQUENO II;42040;41787;253;97,1;SIM;43046394544;Masculino;MÇdio Completo;Profissional de n°vel mÇdio;Comissionada(o);Outros;De 41 a 44 horas semanais;15/jan/17;Outros;;;31.08.2019;31/ago/19;50;41 a 50 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Comissionado;;;Comissionado;;0;4;10;2;3;0;0;3;5;0;2;7;14;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;2;7;;;;;;5;;;;;;;;;;;;;;;;
430463;Rio Grande do Sul;Regi∆o Sul;4304630;CAPAO DA CANOA;PEQUENO II;42040;41787;253;97,1;SIM;43046394544;Feminino;Superior Completo;Pedagoga(o);Servidor(a)/Estatut†rio(a);Coordenador(a);De 41 a 44 horas semanais;01/jan/17;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;50;41 a 50 anos;N°vel Superior;;;N°vel Superior;Pedagogo;Pedagogo;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;4;10;2;3;0;0;3;5;0;2;7;14;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;7;;;;;;5;;;;;;;;;;;;;;;;
430463;Rio Grande do Sul;Regi∆o Sul;4304630;CAPAO DA CANOA;PEQUENO II;42040;41787;253;97,1;SIM;43046394544;Feminino;Superior Completo;Pedagoga(o);Comissionada(o);Apoio Administrativo;De 31 a 40 horas semanais;01/jan/18;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;48;41 a 50 anos;N°vel Superior;;;N°vel Superior;Pedagogo;Pedagogo;;;;;Comissionado;;;Comissionado;;0;4;10;2;3;0;0;3;5;0;2;7;14;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;7;;;;;;5;;;;;;;;;;;;;;;;
430463;Rio Grande do Sul;Regi∆o Sul;4304630;CAPAO DA CANOA;PEQUENO II;42040;41787;253;97,1;SIM;43046394544;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 11 a 20 horas semanais;26/set/12;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;44;41 a 50 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;4;10;2;3;0;0;3;5;0;2;7;14;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;7;;;;;;5;;;;;;;;;;;;;;;;
430463;Rio Grande do Sul;Regi∆o Sul;4304630;CAPAO DA CANOA;PEQUENO II;42040;41787;253;97,1;SIM;43046394544;Feminino;MÇdio Completo;Profissional de n°vel mÇdio;Servidor(a) Tempor†ria(o);Outros;De 31 a 40 horas semanais;01/out/18;Outros;;;31.08.2019;31/ago/19;33;30 a 40 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;4;10;2;3;0;0;3;5;0;2;7;14;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;2;7;;;;;;5;;;;;;;;;;;;;;;;
430463;Rio Grande do Sul;Regi∆o Sul;4304630;CAPAO DA CANOA;PEQUENO II;42040;41787;253;97,1;SIM;43046394544;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 11 a 20 horas semanais;13/jun/12;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;53;51 a 60 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;4;10;2;3;0;0;3;5;0;2;7;14;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;7;;;;;;5;;;;;;;;;;;;;;;;
430463;Rio Grande do Sul;Regi∆o Sul;4304630;CAPAO DA CANOA;PEQUENO II;42040;41787;253;97,1;SIM;43046394544;Feminino;Superior Completo;Assistente Social;Servidor(a) Tempor†ria(o);TÇcnico(a) de n°vel superior;De 11 a 20 horas semanais;01/out/18;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;37;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Outros v°nculos n∆o permanentes;;;;Outros v°nculos n∆o permanentes;0;4;10;2;3;0;0;3;5;0;2;7;14;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;7;;;;;;5;;;;;;;;;;;;;;;;
430510;Rio Grande do Sul;Regi∆o Sul;4305108;CAXIAS DO SUL;GRANDE;435564;419406;16158;1652,308;SIM;43051098340;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 11 a 20 horas semanais;08/abr/19;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);;;31.08.2019;31/ago/19;32;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;1;9;0;5;0;0;2;10;0;0;0;10;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;2;5;3;;;;;;;3;;;;;;;;;2;;;;;
430510;Rio Grande do Sul;Regi∆o Sul;4305108;CAXIAS DO SUL;GRANDE;435564;419406;16158;1652,308;SIM;43051098340;Feminino;Superior Incompleto;Profissional de n°vel mÇdio;Servidor(a)/Estatut†rio(a);Educador(a) Social;De 21 a 30 horas semanais;21/set/15;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);;;31.08.2019;31/ago/19;29;18 a 29 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;1;9;0;5;0;0;2;10;0;0;0;10;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;2;5;3;;;;;;;3;;;;;;;;;2;;;;;
430510;Rio Grande do Sul;Regi∆o Sul;4305108;CAXIAS DO SUL;GRANDE;435564;419406;16158;1652,308;SIM;43051098340;Feminino;Superior Completo;Profissional de n°vel mÇdio;Servidor(a)/Estatut†rio(a);Apoio Administrativo;De 31 a 40 horas semanais;11/jul/16;Atividades de gest∆o (administrativo);Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);31.08.2019;31/ago/19;26;18 a 29 anos;N°vel Superior;;;N°vel Superior;Profissional de n°vel mÇdio;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;1;9;0;5;0;0;2;10;0;0;0;10;Gest∆o;;;;;;;;;PAIF;;;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;1;1;1;;;;;;2;5;3;;;;;;;3;;;;;;;;;2;;;;;
430510;Rio Grande do Sul;Regi∆o Sul;4305108;CAXIAS DO SUL;GRANDE;435564;419406;16158;1652,308;SIM;43051098340;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);Coordenador(a);De 31 a 40 horas semanais;07/jul/17;Atividades de gest∆o (administrativo);Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);31.08.2019;31/ago/19;54;51 a 60 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;1;9;0;5;0;0;2;10;0;0;0;10;Gest∆o;;;;;;;;;PAIF;;;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;1;1;1;;;;;;2;5;3;;;;;;;3;;;;;;;;;2;;;;;
430510;Rio Grande do Sul;Regi∆o Sul;4305108;CAXIAS DO SUL;GRANDE;435564;419406;16158;1652,308;SIM;43051098340;Feminino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;21/set/15;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;52;51 a 60 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;1;9;0;5;0;0;2;10;0;0;0;10;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;5;3;;;;;;;3;;;;;;;;;2;;;;;
430510;Rio Grande do Sul;Regi∆o Sul;4305108;CAXIAS DO SUL;GRANDE;435564;419406;16158;1652,308;SIM;43051098340;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;01/jul/17;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;48;41 a 50 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;1;9;0;5;0;0;2;10;0;0;0;10;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;5;3;;;;;;;3;;;;;;;;;2;;;;;
430510;Rio Grande do Sul;Regi∆o Sul;4305108;CAXIAS DO SUL;GRANDE;435564;419406;16158;1652,308;SIM;43051098340;Feminino;Superior Completo;Administrador(a);Servidor(a)/Estatut†rio(a);Educador(a) Social;De 21 a 30 horas semanais;21/set/15;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;45;41 a 50 anos;N°vel Superior;;;N°vel Superior;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;1;9;0;5;0;0;2;10;0;0;0;10;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;5;3;;;;;;;3;;;;;;;;;2;;;;;
430510;Rio Grande do Sul;Regi∆o Sul;4305108;CAXIAS DO SUL;GRANDE;435564;419406;16158;1652,308;SIM;43051098340;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;06/dez/18;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;39;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;1;9;0;5;0;0;2;10;0;0;0;10;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;5;3;;;;;;;3;;;;;;;;;2;;;;;
430510;Rio Grande do Sul;Regi∆o Sul;4305108;CAXIAS DO SUL;GRANDE;435564;419406;16158;1652,308;SIM;43051098340;Feminino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 11 a 20 horas semanais;06/dez/18;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;42;41 a 50 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;1;9;0;5;0;0;2;10;0;0;0;10;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;5;3;;;;;;;3;;;;;;;;;2;;;;;
430510;Rio Grande do Sul;Regi∆o Sul;4305108;CAXIAS DO SUL;GRANDE;435564;419406;16158;1652,308;SIM;43051098340;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;28/mai/12;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;31.08.2019;31/ago/19;40;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;1;9;0;5;0;0;2;10;0;0;0;10;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;PAIF;;;;;;;;;;;;;;;;1;1;;;;;;2;5;3;;;;;;;3;;;;;;;;;2;;;;;
430520;Rio Grande do Sul;Regi∆o Sul;4305207;CERRO LARGO;PEQUENO I;13289;10571;2718;177,675;SIM;43052098534;Feminino;Superior Completo;Outra(o) profissional de n°vel superior;Servidor(a)/Estatut†rio(a);Apoio Administrativo;De 21 a 30 horas semanais;05/mai/14;Atividades de gest∆o (administrativo);Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Outros;31.08.2019;31/ago/19;38;30 a 40 anos;N°vel Superior;;;N°vel Superior;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;0;4;0;1;0;1;1;4;0;0;0;4;Gest∆o;;;;;;;;;PAIF;;;;;;;;;;;;;;Outros;1;1;;;;;;1;2;2;;;;;;;;2;2;;;;;;;;;;;;;4
430520;Rio Grande do Sul;Regi∆o Sul;4305207;CERRO LARGO;PEQUENO I;13289;10571;2718;177,675;SIM;43052098534;Feminino;Superior Completo;Advogada(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 11 a 20 horas semanais;05/nov/12;Atividades de gest∆o (administrativo);Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Outros;31.08.2019;31/ago/19;31;30 a 40 anos;N°vel Superior;;;N°vel Superior;Advogado;;;;Advogado;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;0;4;0;1;0;1;1;4;0;0;0;4;Gest∆o;;;;;;;;;PAIF;;;;;;;;;;;;;;Outros;1;1;;;;;;1;2;2;;;;;;;;2;2;;;;;;;;;;;;;4
430520;Rio Grande do Sul;Regi∆o Sul;4305207;CERRO LARGO;PEQUENO I;13289;10571;2718;177,675;SIM;43052098534;Feminino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 11 a 20 horas semanais;26/fev/18;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);Outros;31.08.2019;31/ago/19;23;18 a 29 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;0;4;0;1;0;1;1;4;0;0;0;4;;PAIF;;;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;;;;Outros;;1;1;;;;;1;2;2;;;;;;;;2;2;;;;;;;;;;;;;4
430520;Rio Grande do Sul;Regi∆o Sul;4305207;CERRO LARGO;PEQUENO I;13289;10571;2718;177,675;SIM;43052098534;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;08/mar/19;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);Outros;31.08.2019;31/ago/19;53;51 a 60 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;0;0;4;0;1;0;1;1;4;0;0;0;4;;PAIF;;;;;;;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;;;;Outros;;1;1;;;;;1;2;2;;;;;;;;2;2;;;;;;;;;;;;;4
430535;Rio Grande do Sul;Regi∆o Sul;4305355;CHARQUEADAS;PEQUENO II;35320;34490;830;216,512;SIM;43053597972;Feminino;MÇdio Completo;Profissional de n°vel mÇdio;Empregada(o) P£blica(o) (CLT);Apoio Administrativo;De 21 a 30 horas semanais;28/fev/19;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;43;41 a 50 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Empregado P£blico (CLT);;Empregado P£blico (CLT);;;0;2;3;0;2;0;0;1;1;2;0;2;5;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;3;2;;;;;;;;;2;;;;;;;;;;;;;
430535;Rio Grande do Sul;Regi∆o Sul;4305355;CHARQUEADAS;PEQUENO II;35320;34490;830;216,512;SIM;43053597972;Feminino;MÇdio Completo;Profissional de n°vel mÇdio;Empregada(o) P£blica(o) (CLT);Apoio Administrativo;De 21 a 30 horas semanais;28/fev/19;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;25;18 a 29 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Empregado P£blico (CLT);;Empregado P£blico (CLT);;;0;2;3;0;2;0;0;1;1;2;0;2;5;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;3;2;;;;;;;;;2;;;;;;;;;;;;;
