IBGE;NU_IDENTIFICADOR;Q_completo;q40_3;q40_8;q40_10;q40_11;q40_12;q40_13;q40_14;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;estado;DataCenso;DataCenso_2019;q40_2_rec;Idade;Faixas_etarias;d_40_8;d_40_11;d_40_8bin1;d_40_8bin2;d_40_8bin3;d_40_10bin1;d_40_10bin2;d_40_10bin3;d_40_10bin4;d_40_10bin5;d_40_11bin1;d_40_11bin2;d_40_11bin3;d_40_11bin4;d_40_8bin1_sum;d_40_8bin2_sum;d_40_8bin3_sum;d_40_10bin1_sum;d_40_10bin2_sum;d_40_10bin3_sum;d_40_10bin4_sum;d_40_10bin5_sum;d_40_11bin1_sum;d_40_11bin2_sum;d_40_11bin3_sum;d_40_11bin4_sum;nu_trabalhadores;filter_$
330330;3303303500581; ;1;257;235;363;218;20;28/05/2018;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;4/28/1977;42;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;255;238;363;217;272;03/02/2000;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;4/18/1973;46;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;2;255;238;363;217;272;12/03/2010;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;8/3/1976;43;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;257;233;363;218;272;03/05/2018;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;5/19/1976;43;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;255;238;363;217;272;01/08/1989;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;8/9/1942;77;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;257;278;363;218;272;14/04/2014;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;8/22/1978;41;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;255;238;363;216;20;01/12/1995;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;4/2/1978;41;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;257;278;363;218;18;03/02/2000;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;1/13/1978;41;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;255;238;363;216;20;17/02/1997;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;1/4/1976;43;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;257;233;363;218;272;02/10/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;6/12/1980;39;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;257;233;363;218;272;03/12/2013;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;8/27/1976;43;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;2;252;239;363;254;20;01/06/1998;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;6/27/1962;57;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;2;255;238;363;216;20;10/04/2003;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;6/25/1981;38;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;257;237;363;218;272;17/07/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;8/15/1970;49;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;257;273;363;218;272;04/02/2015;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;12/18/1985;33;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;257;278;363;21;272;13/05/2013;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;10/28/1986;32;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;2;254;238;363;216;20;06/03/2015;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;7/12/1990;29;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;257;233;363;218;272;21/01/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;6/3/1994;25;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;257;273;363;218;272;09/01/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;9/1/1994;24;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;2;255;238;363;254;20;02/01/2014;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;12/13/1949;69;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;2;255;238;363;254;20;01/08/2016;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;7/23/1954;65;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;255;238;363;217;272;12/03/1990;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;1/25/1949;70;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;257;237;363;218;272;03/02/2014;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;9/9/1970;48;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;2;257;282;363;218;272;04/09/2006;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;1/14/1964;55;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;2;255;238;363;216;20;01/03/2016;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;5/21/1962;57;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;2;252;239;363;216;20;21/03/1995;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;9/8/1958;60;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;255;238;363;216;20;01/10/2004;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;6/5/1964;55;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;257;237;363;218;272;01/08/0200;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;3/11/1963;56;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;2;257;282;363;218;272;12/04/1996;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;5/13/1951;68;5;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;257;237;363;218;18;05/11/2018;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;7/6/1964;55;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;257;274;363;218;272;03/02/2014;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;5/10/1965;54;4;2;4; ; ;1; ; ; ; ;1; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;253;239;363;254;20;10/07/2006;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;6/4/1964;55;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;1;255;238;363;216;18;01/10/2013;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;8/26/1966;53;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303500581; ;2;257;237;363;218;272;14/08/1997;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;6/6/1968;51;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;18;25;1;2;0;0;3;0;1;0;48;49;0
330330;3303303501971; ;1;257;274;363;216;262;01/02/2010;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;7/19/1968;51;4;2;4; ; ;1; ; ; ; ;1; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;252;239;363;220;262;10/04/2014;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;6/3/1967;52;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;2;252;239;142;220;262;23/10/2017;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;4/12/1961;58;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;2;252;239;142;220;20;01/06/2018;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;2/12/1972;47;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;258;275;363;254;263;11/10/2015;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;12/22/1981;37;2;2;4; ; ;1;1; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;252;239;142;220;262;01/06/2017;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;8/8/1966;53;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;2;255;238;142;216;263;13/05/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;3/14/1984;35;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;256;238;142;221;20;10/07/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;5/3/1985;34;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;258;278;363;254;18;18/09/2017;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;7/7/1978;41;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;257;273;363;21;18;01/08/2018;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;1/2/1976;43;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;257;237;363;254;262;08/02/2013;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;3/21/1983;36;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;2;255;239;142;220;262;09/10/2017;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;9/8/1984;34;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;257;237;363;254;18;20/05/2018;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;6/14/1983;36;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;257;273;363;218;20;07/08/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;3/4/1994;25;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;255;238;363;216;263;19/01/2018;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;5/24/1997;22;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;2;256;238;142;216;20;01/06/2017;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;8/22/1995;24;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;257;278;363;218;20;01/02/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;11/7/1988;30;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;2;255;239;142;254;18;03/06/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;2/8/2002;17;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;257;233;363;254;18;12/06/2017;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;2/26/1993;26;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;256;238;142;216;20;01/06/2018;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;1/27/1993;26;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;2;254;239;142;254;18;03/06/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;5/14/1998;21;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;2;256;238;142;221;20;25/02/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;1/27/1995;24;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;255;238;363;254;263;14/09/2015;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;3/13/1997;22;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;252;239;142;254;18;03/06/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;4/10/2002;17;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501971; ;1;255;238;142;254;18;03/06/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;8/30/2000;19;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;10;9;1;2;0;0;1;0;0;0;25;25;0
330330;3303303501993; ;1;257;237;363;216;20;01/08/2011;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;1/19/1967;52;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;1;257;237;363;218;18;01/02/1993;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;10/19/1967;51;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;1;257;274;363;218;272;01/10/1997;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;9/20/1970;48;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;1;257;237;363;216;18;01/01/2018;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;4/1/1971;48;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;1;257;278;363;218;272;13/03/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;12/12/1977;41;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;1;257;233;363;218;272;13/03/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;6/2/1993;26;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;1;257;273;363;21;262;05/07/2018;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;7/13/1991;28;1;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;1;257;237;363;216;272;01/07/2007;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;11/6/1974;44;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;1;257;237;363;216;20;01/01/2018;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;3/27/1981;38;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;1;257;235;363;218;20;01/03/2011;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;1/24/1983;36;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;1;257;282;363;218;262;01/10/2015;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;3/1/1985;34;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;2;256;238;363;216;20;01/11/2011;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;8/15/1987;32;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;2;253;239;363;216;18;01/07/2004;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;8/3/1964;55;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;2;251;239;363;254;20;08/06/2001;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;9/22/1964;54;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;1;257;237;363;218;18;01/03/2012;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;10/1/1961;57;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;2;257;237;363;218;262;02/05/1995;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;1/5/1964;55;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303501993; ;2;257;239;363;216;20;01/10/2007;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;8/6/1969;50;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;1;14;0;1;0;0;1;0;0;0;17;17;0
330330;3303303502107; ;1;257;237;142;218;272;01/01/2013;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;10/27/1969;49;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;1;11;0;0;0;1;3;0;0;0;12;12;0
330330;3303303502107; ;1;255;238;142;220;272;01/01/2013;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;4/9/1961;58;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;1;11;0;0;0;1;3;0;0;0;12;12;0
330330;3303303502107; ;1;257;274;142;218;272;05/02/2017;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;12/27/1956;62;5;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;1;11;0;0;0;1;3;0;0;0;12;12;0
330330;3303303502107; ;1;257;274;142;218;272;01/02/2013;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;12/7/1970;48;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;1;11;0;0;0;1;3;0;0;0;12;12;0
330330;3303303502107; ;2;257;237;265;216;18;01/02/2013;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;6/10/1981;38;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;1;11;0;0;0;1;3;0;0;0;12;12;0
330330;3303303502107; ;1;257;232;265;21;18;01/02/2013;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;2/10/1975;44;3;2;4; ; ;1; ; ; ;1; ; ; ; ;1;0;1;11;0;0;0;1;3;0;0;0;12;12;0
330330;3303303502107; ;1;257;278;142;218;272;10/10/2017;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;5/2/1979;40;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;1;11;0;0;0;1;3;0;0;0;12;12;0
330330;3303303502107; ;1;257;237;142;218;272;05/08/2017;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;3/18/1982;37;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;1;11;0;0;0;1;3;0;0;0;12;12;0
330330;3303303502107; ;1;257;237;142;218;272;06/06/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;4/3/1984;35;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;1;11;0;0;0;1;3;0;0;0;12;12;0
330330;3303303502107; ;2;257;237;142;218;272;05/05/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;10/26/1989;29;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;1;11;0;0;0;1;3;0;0;0;12;12;0
330330;3303303502107; ;1;257;237;142;218;272;01/02/2019;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;11/16/1992;26;1;2;4; ; ;1; ; ; ; ; ; ; ; ;1;0;1;11;0;0;0;1;3;0;0;0;12;12;0
330330;3303303502107; ;1;257;274;142;218;272;01/02/2013;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;2/18/1967;52;4;2;4; ; ;1; ; ; ; ;1; ; ; ;1;0;1;11;0;0;0;1;3;0;0;0;12;12;0
330330;3303303502123; ;2;258;237;363;254;262;07/03/2017;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;6/1/1968;51;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;5;8;45;0;2;0;1;8;0;0;0;58;58;0
330330;3303303502123; ;1;257;232;363;218;272;20/05/2016;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;6/24/1969;50;3;2;4; ; ;1; ; ; ;1; ; ; ; ;1;5;8;45;0;2;0;1;8;0;0;0;58;58;0
330330;3303303502123; ;1;260;372;363;218;272;04/04/2014;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;5/12/1971;48;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;5;8;45;0;2;0;1;8;0;0;0;58;58;0
330330;3303303502123; ;1;257;278;363;218;18;02/01/2001;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;8/30/1968;51;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;5;8;45;0;2;0;1;8;0;0;0;58;58;0
330330;3303303502123; ;1;253;239;363;254;263;01/10/2018;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;3/9/1968;51;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;5;8;45;0;2;0;1;8;0;0;0;58;58;0
330330;3303303502123; ;1;257;237;363;218;272;04/07/2014;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;3/31/1969;50;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;5;8;45;0;2;0;1;8;0;0;0;58;58;0
330330;3303303502123; ;1;257;233;363;218;20;01/03/1997;3303302;33;3;Niterói;487562;487562;0;Grande;134,074;2;31.08.2019;8/31/2019;10/4/1969;49;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;5;8;45;0;2;0;1;8;0;0;0;58;58;0
