IBGE;NU_IDENTIFICADOR;co_seq_dirigente;q62_2;q62_3;q62_8;q62_9;q62_10;q62_11;q62_12;q62_13;q62_14;q62_15;q62_16;DataCenso;DataCenso_2020;q62_2_rec;Idade;Faixas_etarias;d62_8;d62_8bin1;d62_8bin2;d62_8bin3;d62_9;d62_9bin1;d62_9bin2;d62_9bin3;d62_9bin4;d62_9bin5;d62_10;d62_10bin1;d62_10bin2;d62_10bin3;d62_10bin4;missing_atividade;d62_14_1bin_Gestão;d62_14_1bin_PAEFI;d62_14_1bin_MSE;d62_14_1bin_ABORDAGEM;d62_14_1bin_PSE_PCDI;d62_14_1bin_Beneficios;d62_14_1bin_CADASTRAMENTO;d62_14_1bin_Outros;d62_15_2bin_Gestão;d62_15_2bin_PAEFI;d62_15_2bin_MSE;d62_15_2bin_ABORDAGEM;d62_15_2bin_PSE_PCDI;d62_15_2bin_Beneficios;d62_15_2bin_CADASTRAMENTO;d62_15_2bin_Outros;d62_16_3bin_Gestão;d62_16_3bin_PAEFI;d62_16_3bin_MSE;d62_16_3bin_ABORDAGEM;d62_16_3bin_PSE_PCDI;d62_16_3bin_Beneficios;d62_16_3bin_CADASTRAMENTO;d62_16_3bin_Outros;q62_9_velha;nu_trabalhador;d62_8bin1_sum;d62_8bin2_sum;d62_8bin3_sum;d62_9bin1_sum;d62_9bin2_sum;d62_9bin3_sum;d62_9bin4_sum;d62_9bin5_sum;d62_10bin1_sum;d62_10bin2_sum;d62_10bin3_sum;d62_10bin4_sum;nu_trabalhadores
314700;13147002389;1105225;01/nov/78;Masculino;Médio Incompleto;Sem formação profissional;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;13/abr/13;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12498105600,00;41;41 a 50 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;283;12;3,00;3,00;6,00;#NULO!;2,00;#NULO!;1,00;1,00;9,00;#NULO!;#NULO!;3,00;12
411580;14115800735;1685906;31/mai/02;Feminino;Médio Incompleto;Sem formação profissional;Outro vínculo não permanente;Estagiário(a);De 21 a 30 horas semanais;01/jun/20;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;13242182400,00;18;18 a 29 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;241;13;2,00;4,00;7,00;#NULO!;2,00;#NULO!;2,00;2,00;7,00;#NULO!;1,00;5,00;13
432130;43213098270;1500874;30/jul/57;Feminino;Médio Incompleto;Sem formação profissional;Outro vínculo não permanente;Serviços Gerais (limpeza, conservação, motoristas, etc.);De 31 a 40 horas semanais;20/abr/20;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;11827296000,00;63;Mais de 60 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;233;7;1,00;1,00;5,00;#NULO!;2,00;#NULO!;1,00;1,00;2,00;#NULO!;1,00;4,00;7
140010;11400101530;1282624;22/fev/88;Feminino;Fundamental Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;07/nov/19;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12791865600,00;32;30 a 40 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;273;66;1,00;14,00;51,00;5,00;16,00;#NULO!;1,00;13,00;56,00;#NULO!;5,00;5,00;66
251080;12510800971;1293746;27/ago/78;Feminino;Fundamental Completo;Sem formação profissional;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;10/ago/20;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12492403200,00;42;41 a 50 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;273;15;1,00;3,00;11,00;1,00;2,00;#NULO!;1,00;4,00;7,00;#NULO!;1,00;7,00;15
260520;12605200454;1033006;01/set/78;Feminino;Fundamental Completo;Sem formação profissional;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;16/fev/19;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12492835200,00;41;41 a 50 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;275;10;2,00;3,00;5,00;#NULO!;#NULO!;#NULO!;2,00;1,00;1,00;1,00;1,00;7,00;10
270660;27066098508;546759;18/mar/71;Masculino;Fundamental Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Apoio Administrativo;De 21 a 30 horas semanais;12/jun/17;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12257481600,00;49;41 a 50 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;237;5;1,00;#NULO!;4,00;#NULO!;1,00;#NULO!;1,00;1,00;2,00;#NULO!;#NULO!;3,00;5
270670;12706702224;1650942;25/jun/72;Masculino;Fundamental Completo;Sem formação profissional;Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;08/jan/20;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12297657600,00;48;41 a 50 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;275;6;2,00;1,00;3,00;#NULO!;1,00;#NULO!;1,00;1,00;#NULO!;#NULO!;1,00;5,00;6
290070;12900701967;679927;13/fev/71;Feminino;Fundamental Completo;Sem formação profissional;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/set/17;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12254630400,00;49;41 a 50 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;273;11;1,00;1,00;9,00;#NULO!;2,00;#NULO!;1,00;3,00;#NULO!;#NULO!;1,00;10,00;11
292840;12928403483;1258099;27/mai/71;Feminino;Fundamental Completo;Sem formação profissional;Servidor(a) Temporária(o);Coordenador(a);De 11 a 20 horas semanais;02/jan/19;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12263529600,00;49;41 a 50 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;275;8;1,00;3,00;4,00;#NULO!;2,00;#NULO!;1,00;1,00;#NULO!;#NULO!;#NULO!;8,00;8
313630;13136302903;1557470;12/abr/80;Feminino;Fundamental Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Educador(a) Social;Até 10 horas semanais;06/mai/15;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12543724800,00;40;30 a 40 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;275;8;2,00;1,00;5,00;#NULO!;3,00;#NULO!;1,00;1,00;3,00;#NULO!;#NULO!;5,00;8
316370;31637094174;1457260;05/abr/91;Masculino;Fundamental Completo;Sem formação profissional;Empregada(o) Pública(o) (CLT);Técnico(a) de nível superior;De 11 a 20 horas semanais;01/ago/17;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12890188800,00;29;18 a 29 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Empregado Público (CLT);#NULO!;Empregado Público (CLT);#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;274;10;1,00;3,00;6,00;#NULO!;3,00;#NULO!;2,00;1,00;#NULO!;5,00;#NULO!;5,00;10
317020;31702098004;973046;01/set/85;Masculino;Fundamental Completo;Sem formação profissional;Comissionada(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;18/ago/14;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12713760000,00;34;30 a 40 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;232;16;3,00;1,00;12,00;#NULO!;8,00;#NULO!;#NULO!;2,00;10,00;#NULO!;2,00;4,00;16
330015;33001597671;1374374;13/dez/82;Feminino;Fundamental Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Técnico(a) de nível superior;De 31 a 40 horas semanais;13/abr/17;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12627964800,00;37;30 a 40 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;274;6;1,00;#NULO!;5,00;#NULO!;2,00;#NULO!;#NULO!;1,00;3,00;#NULO!;#NULO!;3,00;6
355700;13557000983;1675672;25/jan/71;Feminino;Fundamental Completo;Sem formação profissional;Terceirizada(o);Educador(a) Social;De 21 a 30 horas semanais;16/mai/19;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12252988800,00;49;41 a 50 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;275;6;1,00;#NULO!;5,00;#NULO!;3,00;#NULO!;#NULO!;2,00;5,00;#NULO!;#NULO!;1,00;6
251230;12512300243;1287453;26/jan/80;Feminino;Fundamental Incompleto;Sem formação profissional;Outro vínculo não permanente;Serviços Gerais (limpeza, conservação, motoristas, etc.);De 31 a 40 horas semanais;02/jan/17;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12537072000,00;40;30 a 40 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;237;7;1,00;2,00;4,00;#NULO!;1,00;#NULO!;1,00;1,00;2,00;#NULO!;1,00;4,00;7
291370;12913703398;1560215;17/set/85;Feminino;Fundamental Incompleto;Sem formação profissional;Servidor(a) Temporária(o);Educador(a) Social;De 31 a 40 horas semanais;02/set/19;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12715142400,00;34;30 a 40 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;273;13;1,00;5,00;7,00;1,00;2,00;#NULO!;2,00;2,00;4,00;#NULO!;#NULO!;9,00;13
312160;13121602827;1619237;24/set/90;Feminino;Fundamental Incompleto;Sem formação profissional;Servidor(a)/Estatutário(a);Educador(a) Social;De 31 a 40 horas semanais;06/fev/20;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12873513600,00;29;18 a 29 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;237;6;1,00;1,00;4,00;#NULO!;2,00;#NULO!;1,00;#NULO!;5,00;#NULO!;1,00;#NULO!;6
320530;13205303064;1657404;18/nov/75;Feminino;Sem Escolaridade;Sem formação profissional;Trabalhador(a) de Empresa, Cooperativa ou Entidade Prestadora de Serviços;Técnico(a) de nível superior;De 21 a 30 horas semanais;26/abr/20;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12404880000,00;44;41 a 50 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;274;41;3,00;7,00;31,00;1,00;15,00;#NULO!;1,00;8,00;2,00;#NULO!;#NULO!;39,00;41
230500;12305002020;1425983;01/set/77;Feminino;Superior Incompleto;Sem formação profissional;Servidor(a) Temporária(o);Educador(a) Social;De 31 a 40 horas semanais;06/mai/19;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12461299200,00;42;41 a 50 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;10;1,00;3,00;6,00;#NULO!;3,00;#NULO!;1,00;2,00;3,00;#NULO!;1,00;6,00;10
280030;12800301314;1419455;04/out/87;Masculino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Apoio Administrativo;De 31 a 40 horas semanais;01/mar/18;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12779683200,00;32;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;238;21;2,00;2,00;17,00;2,00;6,00;#NULO!;1,00;3,00;17,00;#NULO!;2,00;2,00;21
313330;13133300854;1526459;24/fev/88;Masculino;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Educador(a) Social;De 31 a 40 horas semanais;07/fev/19;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12792038400,00;32;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;238;5;1,00;2,00;2,00;#NULO!;#NULO!;#NULO!;#NULO!;1,00;5,00;#NULO!;#NULO!;#NULO!;5
313330;13133300854;1630242;11/jun/01;Masculino;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Serviços Gerais (limpeza, conservação, motoristas, etc.);De 31 a 40 horas semanais;26/set/19;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;13211596800,00;19;18 a 29 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;5;1,00;2,00;2,00;#NULO!;#NULO!;#NULO!;#NULO!;1,00;5,00;#NULO!;#NULO!;#NULO!;5
110020;11002096486;682807;05/mar/61;Masculino;Médio Incompleto;Sem formação profissional;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;14/mai/08;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;11940825600,00;59;51 a 60 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;11;1,00;5,00;5,00;#NULO!;1,00;#NULO!;1,00;2,00;10,00;#NULO!;1,00;#NULO!;11
110020;11100202266;1502800;11/out/73;Feminino;Médio Incompleto;Sem formação profissional;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;01/mar/99;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12338524800,00;46;41 a 50 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;38;2,00;11,00;25,00;#NULO!;9,00;#NULO!;#NULO!;10,00;38,00;#NULO!;#NULO!;#NULO!;38
110025;11100253093;1257799;13/out/84;Feminino;Médio Incompleto;Sem formação profissional;Comissionada(o);Serviços Gerais (limpeza, conservação, motoristas, etc.);De 31 a 40 horas semanais;01/jan/17;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;12685852800,00;35;30 a 40 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;8;2,00;#NULO!;6,00;2,00;2,00;#NULO!;1,00;1,00;1,00;4,00;3,00;#NULO!;8
120020;11200202260;1588361;24/out/98;Masculino;Médio Incompleto;Sem formação profissional;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;10/mar/20;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;13128566400,00;21;18 a 29 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;24;5,00;11,00;8,00;1,00;5,00;#NULO!;#NULO!;1,00;5,00;#NULO!;2,00;17,00;24
120020;11200202260;1667917;13/set/01;Feminino;Médio Incompleto;Sem formação profissional;Outro vínculo não permanente;Educador(a) Social;De 21 a 30 horas semanais;11/mai/20;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;13219718400,00;18;18 a 29 anos;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;24;5,00;11,00;8,00;1,00;5,00;#NULO!;#NULO!;1,00;5,00;#NULO!;2,00;17,00;24
120020;11200202260;1597719;24/set/19;Feminino;Médio Incompleto;Sem formação profissional;Servidor(a) Temporária(o);Serviços Gerais (limpeza, conservação, motoristas, etc.);De 31 a 40 horas semanais;24/set/19;#NULO!;#NULO!;#NULO!;31.08.2020;31/ago/20;13788662400,00;0;#NULO!;Nível fundamental;Nível fundamental;#NULO!;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;1,00;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;24;5,00;11,00;8,00;1,00;5,00;#NULO!;#NULO!;1,00;5,00;#NULO!;2,00;17,00;24
