IBGE;NU_IDENTIFICADOR;co_seq_dirigente;q62_2;q62_3;q62_8;q62_9;q62_10;q62_11;q62_12;q62_13;q62_14;q62_15;q62_16;DataCenso;DataCenso_2020;q62_2_rec;Idade;Faixas_etarias;d62_8;d62_8bin1;d62_8bin2;d62_8bin3;d62_9;d62_9bin1;d62_9bin2;d62_9bin3;d62_9bin4;d62_9bin5;d62_10;d62_10bin1;d62_10bin2;d62_10bin3;d62_10bin4;missing_atividade;d62_14_1bin_Gestão;d62_14_1bin_PAEFI;d62_14_1bin_MSE;d62_14_1bin_ABORDAGEM;d62_14_1bin_PSE_PCDI;d62_14_1bin_Beneficios;d62_14_1bin_CADASTRAMENTO;d62_14_1bin_Outros;d62_15_2bin_Gestão;d62_15_2bin_PAEFI;d62_15_2bin_MSE;d62_15_2bin_ABORDAGEM;d62_15_2bin_PSE_PCDI;d62_15_2bin_Beneficios;d62_15_2bin_CADASTRAMENTO;d62_15_2bin_Outros;d62_16_3bin_Gestão;d62_16_3bin_PAEFI;d62_16_3bin_MSE;d62_16_3bin_ABORDAGEM;d62_16_3bin_PSE_PCDI;d62_16_3bin_Beneficios;d62_16_3bin_CADASTRAMENTO;d62_16_3bin_Outros;q62_9_velha;nu_trabalhador;d62_8bin1_sum;d62_8bin2_sum;d62_8bin3_sum;d62_9bin1_sum;d62_9bin2_sum;d62_9bin3_sum;d62_9bin4_sum;d62_9bin5_sum;d62_10bin1_sum;d62_10bin2_sum;d62_10bin3_sum;d62_10bin4_sum;nu_trabalhadores
510515;15105152958;1638148;26/dez/73;Masculino;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Outros;De 41 a 44 horas semanais;09/mar/20;Serviço Especializado em Abordagem Social;Concessão Benefícios Eventual;Outros;31.08.2020;31/ago/20;12345091200,00;46;41 a 50 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Serviço de Abordagem;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Concessão de Benefícios Eventuais;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;239;8;#NULO!;2,00;6,00;#NULO!;3,00;#NULO!;#NULO!;3,00;6,00;#NULO!;2,00;#NULO!;8
510520;15105200241;1536415;25/ago/75;Masculino;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Serviços Gerais (limpeza, conservação, motoristas, etc.);De 21 a 30 horas semanais;01/jan/17;Outros;#NULO!;#NULO!;31.08.2020;31/ago/20;12397536000,00;45;41 a 50 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;5;#NULO!;3,00;2,00;#NULO!;1,00;#NULO!;#NULO!;1,00;2,00;#NULO!;2,00;1,00;5
510520;15105200241;1551523;12/dez/96;Masculino;Médio Completo;Profissional de nível médio;Servidor(a) Temporária(o);Apoio Administrativo;De 31 a 40 horas semanais;01/jun/20;Outros;#NULO!;#NULO!;31.08.2020;31/ago/20;13069728000,00;23;18 a 29 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;238;5;#NULO!;3,00;2,00;#NULO!;1,00;#NULO!;#NULO!;1,00;2,00;#NULO!;2,00;1,00;5
510525;15105250597;1625763;08/nov/77;Masculino;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;20/mar/20;Serviço Especializado em Abordagem Social;Outros;#NULO!;31.08.2020;31/ago/20;12467174400,00;42;41 a 50 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Serviço de Abordagem;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;238;14;2,00;4,00;8,00;#NULO!;3,00;#NULO!;#NULO!;4,00;6,00;#NULO!;5,00;3,00;14
510525;15105250597;1643575;16/nov/96;Masculino;Médio Completo;Profissional de nível médio;Comissionada(o);Apoio Administrativo;De 31 a 40 horas semanais;01/jul/20;Serviço Especializado em Abordagem Social;Atividades de gestão (administrativo);Outros;31.08.2020;31/ago/20;13067481600,00;23;18 a 29 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Serviço de Abordagem;#NULO!;#NULO!;#NULO!;#NULO!;Gestão;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;238;14;2,00;4,00;8,00;#NULO!;3,00;#NULO!;#NULO!;4,00;6,00;#NULO!;5,00;3,00;14
510560;15105600269;1649695;03/jun/83;Masculino;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Serviços Gerais (limpeza, conservação, motoristas, etc.);De 31 a 40 horas semanais;01/jun/20;Outros;Atividades de gestão (administrativo);Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;31.08.2020;31/ago/20;12642825600,00;37;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;Gestão;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;PAEFI;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;7;1,00;2,00;4,00;#NULO!;1,00;#NULO!;#NULO!;1,00;7,00;#NULO!;#NULO!;#NULO!;7
510590;15105900885;1545256;28/jul/85;Feminino;Médio Completo;Sem formação profissional;Servidor(a) Temporária(o);Serviços Gerais (limpeza, conservação, motoristas, etc.);De 31 a 40 horas semanais;01/jul/19;Outros;Atividades de gestão (administrativo);Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;31.08.2020;31/ago/20;12710736000,00;35;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;Gestão;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;PAEFI;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;5;1,00;1,00;3,00;1,00;1,00;#NULO!;#NULO!;1,00;1,00;#NULO!;2,00;2,00;5
510622;15106223236;853724;29/abr/87;Masculino;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Apoio Administrativo;De 31 a 40 horas semanais;21/jun/13;Atividades de gestão (administrativo);#NULO!;#NULO!;31.08.2020;31/ago/20;12766032000,00;33;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;Gestão;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;8;1,00;4,00;3,00;#NULO!;2,00;#NULO!;#NULO!;1,00;7,00;#NULO!;#NULO!;1,00;8
510622;15106223236;1076912;30/set/69;Feminino;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Apoio Administrativo;De 31 a 40 horas semanais;11/jun/03;Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;#NULO!;#NULO!;31.08.2020;31/ago/20;12211344000,00;50;41 a 50 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;PAEFI;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;8;1,00;4,00;3,00;#NULO!;2,00;#NULO!;#NULO!;1,00;7,00;#NULO!;#NULO!;1,00;8
510622;15106223236;966339;03/abr/88;Masculino;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Apoio Administrativo;De 31 a 40 horas semanais;12/ago/14;Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;#NULO!;#NULO!;31.08.2020;31/ago/20;12795408000,00;32;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;PAEFI;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;8;1,00;4,00;3,00;#NULO!;2,00;#NULO!;#NULO!;1,00;7,00;#NULO!;#NULO!;1,00;8
510622;15106223236;857543;10/mai/84;Feminino;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Serviços Gerais (limpeza, conservação, motoristas, etc.);De 31 a 40 horas semanais;06/mai/13;Outros;#NULO!;#NULO!;31.08.2020;31/ago/20;12672374400,00;36;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;8;1,00;4,00;3,00;#NULO!;2,00;#NULO!;#NULO!;1,00;7,00;#NULO!;#NULO!;1,00;8
510630;15106300165;1532064;27/abr/66;Masculino;Médio Completo;Profissional de nível médio;Terceirizada(o);Outros;De 31 a 40 horas semanais;01/fev/19;Outros;#NULO!;#NULO!;31.08.2020;31/ago/20;12103171200,00;54;51 a 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;238;4;#NULO!;1,00;3,00;#NULO!;2,00;#NULO!;#NULO!;1,00;1,00;#NULO!;#NULO!;3,00;4
510642;15106421829;1417338;30/mar/80;Masculino;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Educador(a) Social;De 31 a 40 horas semanais;01/jan/17;Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade);Serviço de Proteção Social Especial para Pessoas com Deficiência, Idosos e suas Famílias;31.08.2020;31/ago/20;12542601600,00;40;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;PAEFI;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Serviço de Medida Socioeducativa;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Serviço de Proteção Social Especial para Pessoas com Deficiência, Idosos e suas Famílias;#NULO!;#NULO!;#NULO!;238;6;#NULO!;2,00;4,00;#NULO!;1,00;#NULO!;#NULO!;2,00;5,00;#NULO!;1,00;#NULO!;6
510642;15106421829;391653;21/nov/63;Masculino;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;02/jul/00;Outros;#NULO!;#NULO!;31.08.2020;31/ago/20;12026448000,00;56;51 a 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;238;6;#NULO!;2,00;4,00;#NULO!;1,00;#NULO!;#NULO!;2,00;5,00;#NULO!;1,00;#NULO!;6
510650;15106500764;1257547;29/dez/55;Feminino;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;03/jan/17;Outros;#NULO!;#NULO!;31.08.2020;31/ago/20;11777270400,00;64;Mais de 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;8;2,00;3,00;3,00;1,00;2,00;#NULO!;#NULO!;#NULO!;4,00;#NULO!;#NULO!;4,00;8
510650;15106500764;1257553;23/abr/89;Feminino;Médio Completo;Sem formação profissional;Terceirizada(o);Outros;De 31 a 40 horas semanais;02/jan/17;Outros;#NULO!;#NULO!;31.08.2020;31/ago/20;12828672000,00;31;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;8;2,00;3,00;3,00;1,00;2,00;#NULO!;#NULO!;#NULO!;4,00;#NULO!;#NULO!;4,00;8
510675;15106752211;858618;20/ago/70;Feminino;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;20/out/19;Outros;#NULO!;#NULO!;31.08.2020;31/ago/20;12239337600,00;50;41 a 50 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;7;1,00;2,00;4,00;#NULO!;1,00;#NULO!;#NULO!;1,00;6,00;#NULO!;#NULO!;1,00;7
510675;15106752211;1283691;10/set/74;Feminino;Médio Completo;Profissional de nível médio;Servidor(a) Temporária(o);Educador(a) Social;De 41 a 44 horas semanais;01/mar/18;Outros;#NULO!;#NULO!;31.08.2020;31/ago/20;12367382400,00;45;41 a 50 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;238;7;1,00;2,00;4,00;#NULO!;1,00;#NULO!;#NULO!;1,00;6,00;#NULO!;#NULO!;1,00;7
510700;15107000149;244268;07/fev/65;Masculino;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;20/out/17;Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade);Outros;31.08.2020;31/ago/20;12064809600,00;55;51 a 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;PAEFI;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Serviço de Medida Socioeducativa;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;239;7;#NULO!;4,00;3,00;#NULO!;1,00;#NULO!;1,00;1,00;4,00;1,00;#NULO!;2,00;7
510700;15107000149;251987;19/ago/67;Feminino;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Serviços Gerais (limpeza, conservação, motoristas, etc.);De 31 a 40 horas semanais;01/jan/13;Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;Outros;Atividades de gestão (administrativo);31.08.2020;31/ago/20;12144556800,00;53;51 a 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Servidor Estatutário;Servidor Estatutário;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;PAEFI;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;Gestão;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;239;7;#NULO!;4,00;3,00;#NULO!;1,00;#NULO!;1,00;1,00;4,00;1,00;#NULO!;2,00;7
510700;15107000149;1083499;21/mai/75;Masculino;Médio Completo;Profissional de nível médio;Empregada(o) Pública(o) (CLT);Outros;De 31 a 40 horas semanais;01/jan/13;Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;Outros;Atividades de gestão (administrativo);31.08.2020;31/ago/20;12389241600,00;45;41 a 50 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Empregado Público (CLT);#NULO!;Empregado Público (CLT);#NULO!;#NULO!;#NULO!;#NULO!;PAEFI;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;Gestão;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;238;7;#NULO!;4,00;3,00;#NULO!;1,00;#NULO!;1,00;1,00;4,00;1,00;#NULO!;2,00;7
510760;15107600634;331117;09/jan/64;Feminino;Médio Completo;Sem formação profissional;Empregada(o) Pública(o) (CLT);Apoio Administrativo;De 21 a 30 horas semanais;25/jan/13;Atividades de gestão (administrativo);Serviço de Medida Socioeducativa (Liberdade Assistida ou Prestação de Serviço a Comunidade);Outros;31.08.2020;31/ago/20;12030681600,00;56;51 a 60 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Empregado Público (CLT);#NULO!;Empregado Público (CLT);#NULO!;#NULO!;#NULO!;Gestão;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Serviço de Medida Socioeducativa;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;239;13;1,00;3,00;9,00;1,00;4,00;#NULO!;#NULO!;3,00;5,00;1,00;5,00;2,00;13
510760;15107600634;1678995;23/set/87;Feminino;Médio Completo;Profissional de nível médio;Terceirizada(o);Apoio Administrativo;De 31 a 40 horas semanais;13/out/20;Atividades de gestão (administrativo);Outros;Cadastramento e/ou Atualização cadastral (Cadúnico);31.08.2020;31/ago/20;12778732800,00;32;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;Gestão;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Cadastramento e/ou atualização do CadUnico;#NULO!;238;13;1,00;3,00;9,00;1,00;4,00;#NULO!;#NULO!;3,00;5,00;1,00;5,00;2,00;13
510760;15107600634;1310616;21/mar/78;Feminino;Médio Completo;Profissional de nível médio;Comissionada(o);Apoio Administrativo;De 31 a 40 horas semanais;06/fev/17;Cadastramento e/ou Atualização cadastral (Cadúnico);Atividades de gestão (administrativo);Outros;31.08.2020;31/ago/20;12478665600,00;42;41 a 50 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Cadastramento e/ou atualização do CadUnico;#NULO!;Gestão;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;238;13;1,00;3,00;9,00;1,00;4,00;#NULO!;#NULO!;3,00;5,00;1,00;5,00;2,00;13
510775;15107752999;1396460;04/dez/80;Feminino;Médio Completo;Sem formação profissional;Comissionada(o);Serviços Gerais (limpeza, conservação, motoristas, etc.);De 31 a 40 horas semanais;01/ago/17;Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;Atividades de gestão (administrativo);Outros;31.08.2020;31/ago/20;12564115200,00;39;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;#NULO!;PAEFI;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Gestão;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;239;6;#NULO!;2,00;4,00;#NULO!;2,00;#NULO!;1,00;1,00;2,00;#NULO!;4,00;#NULO!;6
510775;15107752999;1618407;26/abr/83;Feminino;Médio Completo;Sem formação profissional;Comissionada(o);Educador(a) Social;De 31 a 40 horas semanais;15/jan/19;Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;Atividades de gestão (administrativo);Outros;31.08.2020;31/ago/20;12639542400,00;37;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Sem formação profissional;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;Comissionado;#NULO!;#NULO!;#NULO!;PAEFI;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Gestão;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;239;6;#NULO!;2,00;4,00;#NULO!;2,00;#NULO!;1,00;1,00;2,00;#NULO!;4,00;#NULO!;6
510780;15107800549;1097072;24/mar/88;Feminino;Médio Completo;Profissional de nível médio;Servidor(a) Temporária(o);Coordenador(a);De 31 a 40 horas semanais;01/set/20;Atividades de gestão (administrativo);Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;Outros;31.08.2020;31/ago/20;12794544000,00;32;30 a 40 anos;Nível Médio;#NULO!;Nível Médio;#NULO!;Profissional de nível médio;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;#NULO!;#NULO!;Outros vínculos não permanentes;#NULO!;Gestão;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;PAEFI;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;#NULO!;Outros;238;9;#NULO!;2,00;7,00;1,00;2,00;#NULO!;#NULO!;2,00;1,00;#NULO!;#NULO!;8,00;9
